Label,Type,tokenized_Transcript,Prediction
1,B,delve eclectic neighborhood denver uncover city teem creativity innovation turn storied charm lodo vibrant energy reno district pulsate unique flair stumble trendy art gallery showcase local talent savor cup artisanal coffee cozy cafe indulge lively atmosphere craft brewery street corner hold promise new exciting discovery,0.0
1,B,embark journey denver find embrace majestic rocky mountain invigorate vibrant pulse mile high city sight snow cap peak endless blue sky form mesmerize backdrop ignite sense adventure picturesque setting know unforgettable experience await destine etch fabric journey,0.0
1,B,venture montreal bustle street uncover tranquil beauty mount royal park surround lush greenery breathtake vista embark serene hike wooded trail enjoy leisurely picnic picturesque meadow embrace nature find profound sense peace connection remind intrinsic harmony urban life natural world,0.0
1,B,montreal cultural tapestry delve renowned museum like montreal museum fine art pointe à callière museum captivate exhibition immersive experience city diverse influence unfold reveal depth storied past vibrancy dynamic present visit gain deep understanding montreal rich heritage eclectic blend culture shape identity,0.0
1,B,ve recently barbara leave spell timeless beauty explore interest architecture unforgettable experience hoffart grander add level journey history witness sunset river moment pressure,0.0
1,B,recently bachelor rate friend vista offer perfect blend relaxation excitement spend day soak sun enjoy water sport vibrant nightlife barra add electrifying touch trip goa truly know captivate sister,0.0
1,B,darling tall mountain t farm stretch mile see beautiful sunrise painting sky color ride old range chug truck darling peaceful pretty place like slice piece heaven remember lady,0.0
1,B,trish cam river suit soul joe water find inner piece go draft feel feel rush ellen chris good place relax retrieve cale enjoy training feel reactivate,0.0
1,B,buy dream bike royal field dream place visit bike lie lock like regular landscape take breath away turn trucking himalaya trail offer glimpse region christine beauty camping star start sky star experience larrick awaken spirit adventure like,0.0
1,B,water spiritual envelope moment arrive witness girl r t card deeply move experience explore narrow lane fill temple vibrant market journey time warner mystic leave enchant,0.0
1,B,recently visit service job spiritual place good foot combination love golden temple shiny night like breakdown eat big kitchen community mean amritsar friendly tasty photo offer people nice warm definitely charge attorney wait return,0.0
1,B,old building history story look ve visit big museum learn past try tasty bengali suite flavor quota feel warm welcome like home away home like uh writer museum definitely go to rest,0.0
1,B,hello santo island perfect relaxation adventure lounge christine beach soak sun paperless explore attraction like universal studio s e equerry m endless entertainment tropical paralyzed right heart < unk >,0.0
1,B,recently mister j j pool rich culture heritage fascinate turn majestic amber fort offer break news city explore bowling bar fill color handicraft delightful census jay sean latin ideal mark heart,0.0
1,B,recently girlfriend send country potter french billing beach perfect combination walk old feel like york eat french near water romantic right pottery relax place unknown terrace journey,1.0
1,B,walk futuristic super tree group garden bay feel like step sci fi movie explore floor dome cloud forest offer tranquil experience escape nature watch mesmerize light sound super tree group medical experience garden bay model motor architecture hardy culture,0.0
1,B,y near call button coastal city lovely beach scenic view visit beach krishna beach popular sport taurus?we visit es submarine museum learn naval history wise like great place relax enjoy beautiful city c view,0.0
1,B,sean beautiful old building like fairytale walk main road admire architecture hate hot momo car warm billing peaceful nice break busy city life remember tranquility,0.0
1,B,explore chinatown billing street fill vibrant color exotic cent sensory delight sample authentic chinese street food store adventure experience visit mention temple traditional shoe offer glimpse single rate heritage chinatown vibrant energy leave lash impression,0.0
1,B,visit emergency experience family see animal spacious naturalistic habit refreshing change traditional lose night ari offer unique opportunity observe nocturnal creature element single conservation success story worth support,0.0
1,B,take river cruise offer unique perspective city historic landmark cruise past iconic site like clark way book way journey york sorry surfer rich history learn city colonial pass modern development information country enlighten relaxing way city different angle,0.0
1,B,famous lord < unk > temple higher hill people visit prayer blessing temple beautiful intricate carding decoration secret place people world come seek blessing < unk >,1.0
1,B,love mobile busy wipe night people roam road famous place like amazing hate delicious street food like bravo yummy mobile well think actually,0.0
1,B,suit big pretty building letter night palace look beautiful night visit palace beautiful architecture majestic go busy market billing activity suit cool place history,1.0
1,B,write simple flyer offer breathtaking panoramic view city skyline see iconic landmark like marina bay sans garden bay unforgettable general rotation wheel provider relaxing experience single flower fryer visit exporting?the city,0.0
1,B,recently visit kayla god country cruise careless backwater like glide painting scenery enrollment lash greenery provide perfect escape husband bottle daily life sample authentic kerosene onboard add delicious krista journey exciting experience definitely visit,0.0
1,B,visit simple science center interactive educational experience age explore hand exhibit interactive display park curiosity creativity learn science technology fun engaging way expire single city center month visit family science enthusiast,0.0
1,B,explore spiritual journey offer previous shrine sophie st kwacha quest tv visit scenery lake city surround hourly hill norris bottle market enjoy shopping harry craft souvenirs find piece tranquility city saint sophie,1.0
1,B,explore lie ancient monster spiritual journey pro flag flutter allen breeze visit monitor large wealthy mystery lock rule secret relic les enter festival colorful celebration dancing music think different world surround bear landscape cover peak,0.0
1,B,witness agent super like step time intricate carving architecture speak volume rich history explore archaeological remain leave past < unk > treasure troll cultural heritage wait discover enjoy trip,0.0
1,B,explore bottle market yard feast census vibrant color auto fill air energy learn region rich history archeological museum enlightening city reflect life culture journey discovery leave last impression,0.0
1,B,watch sunset regimental pushcart scenic experience track travel water lori mirror color sky explore city cultural heritage leave captivate sean roger allow moment reflection foot amazing destination travel lover food lover like,1.0
1,B,walk push holly lake peaceful experience milligram bother secret water hi mister < unk > temple temple lord brammer push know spiritual monster attend mesmerizing sony enjoy lot,0.0
1,B,explore smell like walk picture perfect landscape rolling hill california wine flower take goldman high cable card world standing view surround mountain try see slope know feel snow know winter sport enjoy,0.0
1,B,explore sean mark glacier like step fairytale snowcapped peak lake try year model icy landscape frozen waterfall similar offer opportunity proud fishing technically river find tranquility pristine paralyse far away case city life,0.0
1,B,oh poor city palace stand site marble hall intricate decoration take board right lake piccola processing mutual palace temple job mondor look like float palace middle lake reboot know colorful festival lucky traditional tax performance feel royale itty city lake pass,0.0
1,B,explore jason fort feel like step time narrow lane agent building go camel sorry tarte desert write sand hughes watch sunset jane member beautifully card intricate design um jason speak music dance want line performance love desert siri rich culture heritage golden city,0.0
1,B,visit < unk > fort like enter 14th fail high wall powering gate explain narrow street blue city vibrant blue house look grand luxurious like movie like city dish delicious favorite doll body < unk >,0.0
1,B,visit hunger ford fascinating experience automatic palace beautiful carving try mucho es papa snack grammy ground floor delicious caron temper unique thousand wrap consider secret devoted ease enjoy cultural shift definitely go to,0.0
1,B,visit circle temple divine experience temple intricate scripture architecture leave mesmerized witness ritual ceremony fill sense spirituality streak ozzy place 1.can connect divine find inner piece journey self discovery leave profound,0.0
1,B,cruise dial lake peaceful experience colorful shirker float calm water stay household float hotel beautiful car interior garden refreshing famous restoration customer request enjoy eat lot automatic rice dish like < unk > honey surround snowcapped mountain green valley help connect,0.0
1,B,watch sunrise rock motor amazing sun turn orange pink see < unk > tall impressive evening watch sunset ocean feel peaceful happy special place receipt meet?i feel connect nature enjoy beautiful view,0.0
1,B,claim step rockport templin natalie tire sort city look old carving status instead temple chevrolet busy city lot traffic people like explore temple learn city history,1.0
1,B,see temple < unk > like step fairy dale tall tower slot statue beautiful architecture temple explore busy market see colorful thing sale evening watch special prayer temple peaceful mother old city narrow street temple feel like walk street,0.0
1,B,explore jade like step royal palace grand court yard intricate architecture write elephant ford exciting give great view city hall look beautiful window pink color j know buy lot souvenir write lot snack enjoy router lot,0.0
1,B,explore palme lash forest adventure ring trail gurgle stream visit beta valley name bible film break take series crystal clear river linda river offer opportunity route fish end river raft know scenery fair enjoy lot feel connect nature,0.0
1,B,ve witness complain medical service reverse sam take holiday secret order internet < unk > mira large religious gathering world allah know rich history colonial architecture explore landmark ford city f secret spiritual,0.0
1,B,< unk>.i see mention temple market vest swain bruce super offer new york city try texte room enjoy peaceful card wonderful spiritual prayer flax temple belt,0.0
1,B,m temple sign watch evening temple spiritual scenery m locate area offer natural beauty sunset view town feel sacred ensz temple people,0.0
1,B,mini visit myra david temple born?i medicate tree explore secret monster ease feel connect louis peaceful spiritually unforgettable spiritual experience,0.0
1,B,ron gotcha witness mesmerize white sole desert stretch origin high round < unk>.so experience colorful culture quadra music down handicraft run catch know unique landscape wiring festival,0.0
1,B,national park go safari shading client national habit spotter wildlife like record < unk>.sorry international < unk>.first conservation effort product specie park feel adventure jungle safaris close encounter wildlife,0.0
1,B,visit birthplace la crystal explore mention temple like christian participate colorful holy celebration experience choice festival color firsthand motorize know delicious suite like datum city devine spiritual laura feel connected,0.0
1,B,bad city see life roseville picture people scenic traffic policeman support surprised come suggest visit mowbray come india,0.0
1,B,explore balance grander captivate wonder market install star festival colorful procession highlight celebrate city regal heritage social majestic balance rich culture,0.0
1,B,base camp creek see brick taking use mount village hike school glasser feel accomplish reach base camp base campfield humble double peak nature beauty definitely go to adventurous,0.0
1,B,go to siri beach provide relaxation spiritual solis home beach temporal tranquility enhance coastal shawn go to lay p y.,0.0
1,B,repeat spiritual ambiance s rechristen moto memorable mapi beach sunset beuy aryan c enchant fill siri coastal culture food delicious definitely go to visit,1.0
1,B,hopi agent ruin fascinate especially sunset hill boring rock climbing miss unique landscape filling experience hum people settle historical model,0.0
1,B,< unk>.i explore live visitor famous mosque beautiful stone late window street food try delicious snack like < unk >,0.0
1,B,experience spiritual card sega river attend mesmerize < unk > fill peace devotion fiber mark explore narrow lane shop sonia handicraft city mystical agent temple colorful architecture,1.0
1,B,visit river roger moby believe birthplace flora explore secret card cellular attend evening arc ceremoniesscenery religious site frank surrounding,0.0
1,B,< unk>.i buy lake world peace mountain view explore lash forest village correct siri lake mountain,0.0
1,B,agra ivester iconic symbol flour seven window world explore brant augur fort impressive architecture historical significance close decision delicious foot too?i enrol taste snack like peter chart feel happy,0.0
1,B,explorer engine street western square beautiful temple workshop historic medium architecture traditional craft,0.0
1,B,husband wholesaler temple miller showcase intricate scripture historical significance server < unk > power statue la < unk>.he oh inspire husband feel historic engine tempest,0.0
1,B,manual billing market delight local delicious like man < unk>.corey < unk > temple entrant architecture beach tranquility leave last impression manual fell lively coastal charm,0.0
1,B,explore multi plantation nestle miss misty hill refreshing gateway trucking lash greenery sport exotic oil life add adventure know school commit panoramic view make popular health station national lover,0.0
1,B,explore < unk>.corey historic site learn roll trade culture light sample traditional blender flavor spice culinary delight < unk > corey know sean hospitality interactive tv.but friendly local add charm city,1.0
1,B,city vibrant energy rest iconic landmark like gateway india mary dr indulge street foot delight like add experience feel like city dream puzzle life opportunity,0.0
1,B,mara scenery hill station offer panoramic view western card siri lake explore strawberry farm indulge fresh strawberry delicacy delightful refreshing cool climate lash greenery,0.0
1,B,check module lash coffee estate scenic vista tracking adventure western cart para y like century < unk > e cool client < unk > check feel tranquil natural beauty,1.0
1,B,explore vibrant culture fascinating visit landmark like alice sample authentic explore city historical site enrich experience lively brand position mobility,0.0
1,B,bog christine beach historic fort provider perfect escape city life relax sandy short indulge water sport add fund.first lay coastal charm scenic beauty enjoy lot,0.0
1,B,marvel entrance rocket case case intricate cluster start explore historical site learn significance understanding india heritage feel historic agent wonder culture treasure,0.0
1,B,sara green valley majestic waterfall offer scenic beauty pick opportunity explore historic ford temple add charm region sarah feel peaceful natural landscape historical site,0.0
1,B,explore forest christine waterfall feel like step tropical paralyzed tricking brick experience hardship lake memorable adventure know estridge city visit x case provide insight prehistoric civilization,0.0
1,B,rock court case bruner temple august lake glimpse entrant history rock climb trick battery rake formation adventure archeology aside feel rise agent wonder feel like go time,0.0
1,B,plan hill city offer blend model immunity natural beauty explore lakeside promenade engage outdoor activity like boarding cycling refreshing feel modem vibrant scenic landscape creation opportunity,0.0
1,B,visit wireless century offer chance driver floor national habitat go breeder like opportunity sport elephant tiger wildlife techie know price plantation learn different specie difference price flavor dimension trip,0.0
1,B,explore switch heritage visit landmark like < unk > temple spiritual experience sample < unk>.jean know spicy flavor culinary adventure like spice level traditional cultural richness warm hospitality,0.0
1,B,< unk>.i enjoy late feature clip beach overlook agency watch sunrise sunset cliff scenic experience work ally know mendel spring take tip terra water feel refreshing,1.0
1,B,explore scenic landscape cascade waterfall regenerate trick lash greaney enjoy breathtaking view add adventure fall tranquil natural beauty cool clement,0.0
1,B,essex spiritual ambulance secret temple bank river offer moment tranquility visit wine yard taste locally produce wine add unique experience classic scenery blend spirituality monitoring nature,0.0
1,B,santoni postcard perfect paradise swipe wash building cascade cliff sparkling adm c watch sunset ohio sky paint shade purple gold fall connect nature relax experience discover true meaning island bliss,0.0
1,B,venice city unlike vibrant narrow alley shimmer canal drift grand canal kundala feel step painting getting lose maze street stumble hidden pizza coin cave embrace beautiful scenic view love exploration,0.0
1,B,capture heart blend old charm vibrant energy soak thermal part surround architecture feel stress everyday life melt away watch sunset fisherman bastion skyline illuminate color pink orange kind feel connect nature,0.0
1,B,step prague feel like enter fairytale wander coblestone street old town enchant medieval architecture sound street music climb broadcastle city spread like masterpiece billing tell story century pass,0.0
1,B,london charm lie blend tradition modernity stand outside buckingham palace watch changing guard ceremony feel timeless picnicking hyde park surround laughter greenery experience sense tranquility heart puzzle city,0.0
1,B,room greet warm embrace history culture wander ancient ruin colosium hear echo gladiator battle toss coin intrigue fountain eye wish hope return vibrant city,0.0
1,B,athens welcome open arm invite uncover rich history vibrant culture climb ancient step acropolis patient stand tall blue sky feel profound connection past expert charming street placar include delicious greek cuisine discover warmth hospitality greek people,0.0
1,B,barcelona city dance rhythm goody masterpiece like whimsical sagrada familia leave human creativity relax barcelona beach feeling like terminator embrace face ticket,0.0
1,B,amsterdam charm license victorial canal vibrant culture cycling tree line part feel like rhythm city pulsate explore iconic anna frank house move resilience human spirit face adversity,0.0
1,B,right start beach postcard perfect m washington washington state hike cassie mountain cigna local bureaus tropical basis small story peak like live dream,0.0
1,B,stand tall harbor statue liberty symbol freedom hope ferry right water claim claim crown list lady liberty unforgettable experience marvel majesty experience loading history museum statue liberty massey visitor new york city,0.0
1,B,right m explore street san francisco write cable car stop pic golden gate bridge wonder rug coastline watch wave crash clip city light lighter use trip contract surprise,0.0
1,B,stop m relax show like cracking hike mountain backdrop neville alaska cruise glaci band marble ac landscape clear water tower peak johnny leave awe speechless,0.0
1,B,step world fart concern metropolitan museum art ancient artifact motor master piece debit collection plan thousand e s n countless culture admire asian movie gaze impressionist painting explore rooftop garden bed offer inlet opportunity discovery inspiration,0.0
1,B,bustle street manhattan highland offer unique perspective city garden start news hudson river high line heaven robert explorer take leisurely stroll enjoy picnic friend attend public art installation highland master visit discussion seek greenery creativity,0.0
1,B,new york city heart broadway dialing light time square world class performance stage new york city match catch classic like phantom renew hit music magic broadway fail captivate audience world,0.0
1,B,start boston cobblestone street revolutionary history coro colorado hike rocky mountain national park breed chris mountain air paul rule right sighting like go time world,0.0
1,B,kind trip san diego sauce fish shark notch m arizona wonder disorder marvel sandra kathy ocean watch desert dream journey contract,0.0
1,B,m explore street chicago sky staple tower mobile deep corner m montana wide open space conscience dealer city light stay night journey cover basis,1.0
1,B,midst bust city central park offer track ass scenic pathway iconic medstar terrace enjoy picnic great loan run lake simply stroll beneath tree central park sanctuary peace beauty,0.0
1,B,navigator control difference home country find embrace beauty diversity find common ground people walk life awhile certain movement adjustment adaptation track share humanity guy morning lot sport music foot discover despite difference countless way connect build bridge culture,0.0
1,B,glimpse u s vibrant city wyoming sun kiss beach vibrant welcome open arm colorful deco billing south beach bustling street little havana feast census january florida case steal heart drive overseas highway crystal clear water gulf mexico stretch feel sense freedom unlike experience moment peerless surround natural beauty florida coastline,0.0
1,B,interesting aspect trip sir opportunity connect local engaging meeting local general exchange oh strike conversation stranger coffee shop attend community event welcome open arm genuine hospitality interaction gain valuable insight american life value prospectus forge connection transfer border leave lasting impact,0.0
1,B,navigate vast expense user adventure transportation play key role journey write iconic yellow cap new york city embark cross country road trip transport offer unique experience watch scenery change window trainer feel wind hair drive pacific coast highway moment travel fill excitement anticipation,0.0
1,B,start boston great history fantastic later go court beach queen town charming uh trip fill coastal wipe control richness,0.0
1,B,u s adventure kick miss dialing light entertainment las vegas city know extravagance excitement exclusion grand canyon leave indelible mark soul student remove natural wonder gaze vast expense rocky windy wind canyon feel humble sheer magnitude nature beauty moment profound introspection complete inspire power s force,0.0
1,B,step plane american time fill mix excitement wonder wrestling energy airport site skyscraper pierce skyline fit like step movie see uh huh way custom heart city street corner hold new adventure wait x.,0.0
1,B,journey usa begin vibrant city chicago iconic skyline bust streets?captivate sense miss hustle bustle life discover city reach culture history visit show lake michigan steal heart sunset tranquil water paint sky hughe orange pink feel sense peace wash moment certainty miss chaos remind beauty find simple moment,0.0
1,B,page begin bust street new york city vibrant metro plus sleep miss covering sky cable bust crowd m < unk > city elegy journey take breath away majestic waterfall gas schedule feel sense wonder unlike experience moment peel magic asia follower memory mesmerizing site usa adventure,0.0
1,B,highlight trip use enrol return dialer culture include indulge colin marie delight jesse hardy southern comfort foot mean delicious adventure foot embrace cultural even music festival local tradition get deep application appreciation uh building port america,0.0
1,B,like big party bright light lot people fun big crazy go rocky mountain peaceful look moon mountain forest feel small good favorite trip,0.0
1,B,los angeles busy exciting big hectic go joshua park amazing big rock desert scenery like ve see night star right magical,0.0
1,B,tower statue liberty vibrant light times square trip user world ironic landmark discovery site broadway cent reference mobile history gander famous place gaze golden gate bridge wonder central park moment feel like snapshot american culture history,0.0
1,B,start savannah cool coverstone street spanish mose create picture perfect team explore queen coastal tone town toe sandy beach colonial chance beat bliss clip offer good world,0.0
1,B,stop san san francisco city cool site like golden green bridge fisherman wharf notice people live street sad later go big bar sunset amazing remind home town near beach feel connect trip favorite,0.0
1,B,chicago stop cool tall building busy street bit noisy encode go lake michigan peaceful watch sunset water come feel happy favorite trip,0.0
1,B,explore vibrant city city life syrian rural term u s b b mirror experience country city like new york chicago hassle muscle intoxicate skyscraper reach sky street buzz activity inquiry town countryside retreat find piece tranquility surround roll hill quaint farm warm hospitality,0.0
1,B,usage begin seattle space needle park place marker cool need park forest coastline amazing trip adventure manual beauty,0.0
1,B,portland quirky wire delicious foot welcome open arm start u s adventure explore city electric neighborhood browsing market wear highlight venture columbia river george waterfall green greenery driver truly brett take journey freely tipster white natural < unk >,1.0
1,B,san diego sunny beach welcome warmly start user trip enjoy tackle beach explore barbo park wear highlight venture joshua initial park worldly landscape start gaze underneath desert sky simply mesmerize journey combine coastal bliss desert adventure,0.0
1,B,dennis bustle city life craft deal see lively start usa adventure explore city neighborhood smoke mountain modem use unforgettable add rocky mountain park hiking covering peak sport life national add inspire experience trip offer good exact manton national beauty,0.0
1,B,start new orleans amazing music footwear unforgettable venture louisiana mail say swab cool trip fill vibrant color natural beauty,1.0
1,B,jenny megan dash vibrant music seat southern sean tell heart explore broadway indulge delicious barkey unforgettable experience mention great smoky mountain lash forest speed drive molding leave nature beauty trip fill toll type tune breathtaking landscape,0.0
1,B,start tripping encourage surround snow cap mountain start scenery dream control explore city vibrant screen sample fresh seaport highlight need deal generally national park vast wireless wired sighting like grizzly caribou unforgettable experience red < unk > bridge inspire landscape,0.0
1,B,stop usa hola warm breeze vibrant culture immediately activate explore historic site bar harbor indulge tropical trade like shave ice highlight way waikiki beach golden sanson water postcard?perfect offer unlimited relaxation trip island rep unforgettable sunset,0.0
1,B,adventure start orlando team park retraction thrill register reckless park say wireless take airborne incredible trip pack excitement adventure,0.0
1,B,click new orleans lovely music delicious kissing capture heart explore french quarter sample benefit definitely highlight uh generate deal transponder encounter wireless like alligator like step word trip sorrowful experience natural wonder,0.0
1,B,start shipping charleston picturesque street architecture sellick step time explore historic district indulge low country cruise unforgettable experience restart magnolia plantation lash garden morse drape work tree simply enchant joni southern elegance natural beauty,0.0
1,B,start journey phoenix desert landscape vibrant scene adventure explore city botanical garden enjoy southwestern highland venture set drop formation spiritual energy war tech site leave oh trip fill desert beauty source experience,0.0
1,B,start trip network surround majestic rocky modem accelerate explore vibrant singh enjoy craft bruce wear highlight venture garden card cover sandstone formation scenic trial inspire offer taking use major window journey fill harmon examine outdoor adventure,0.0
1,B,journey begin denver rocky mountain city web splendor perfectly uh explore rocky mountain national park scenery lever breathtake trip fill mountain adventure national wonder,0.0
1,B,journey begin savannah coble stone street historic architecture exporter southern sean turn explore square indulge southern comfort wear highlight ellen reed del deeply historic savannah elegant mansion flash garden transport time offer glimpse city rich history trip limit southern hospitality timeless beauty,0.0
1,B,start trip burlington lay vibrant sterling waterfront send perfect tone usa trip explore vibrant heart paste locally treat farmer market wear highlight venture late champlin crystal clear water panoramic news dark mountain simply take trip fill lakeside tranquility outdoor adventure,0.0
1,B,philadelphia reach history iconic landmark like library bella independence hall enlightening start usa trip lose city pass venture miss country terrain countryside traditional way life stark contrast trip offer glimpse america pass present,0.0
1,B,journey begin savannah charming historic district southern hospitality capture heart start explore coal stone state saving < unk > wear highlight tie b n pristine beach lay < unk > perfect relax talk coastal beauty trip limit southern sherman seaside certainty,0.0
1,B,trip begin san antonio history confusion mary unforgettable experience explore iconic river walk visit historic < unk > highland < unk > country rule hill charming virus perfect onboarde take screening beauty techs hospitality sean,1.0
1,B,start trip miami vibrant lively colorful street lively atmosphere explore city drive key west lie island wipe start sunset ocean simply magical julie fill exactly relaxation,0.0
1,B,start trip new orleans wiring music rich cultural heritage forgettable experience explore french quarter savor bit wear highlight mention mississippi river stream word cruise view city sky offer smoking term big easy rose feel new orleans orleans lively spirit southern hospitality,0.0
1,B,miami vibrant beautiful beach stage foreign oil adventure explore rule fine wood wall indulge cuban highlight south beach good < unk > fear crystal clear water perfect soak sun trip fill culture coastal,0.0
1,B,start trip san diego meter dial attraction exciting overage explore barbeau park invest walter sandy overview alice spend day royal beach pristine science start news specific ocean crawford relaxation,1.0
1,B,stop rose hello tropical parede ridge hawaiian culture immediately explore waikiki beach sample local delinquency like pokey wear highlight add diamond head panoramic view coastline accelerate hike available adventure trip fill hospital natural beauty,0.0
1,B,begin portland quickie culture beautiful garden delightful expiration explore poorly street turn browse munich shop wear highlight register international roaster garden brand color fragrant room simply beth take trip fill manager portland unique job,0.0
1,B,go to getting lose wiring music seat lie perfect tone expiration explore south congress avenue general music wear highlight release larry board lake city view outdoor activity like kayak perfect enjoy city natural beauty trip fill music cultural outdoor adventure,0.0
1,B,start trip portland work wipe drive foot seam delight explore city hip neighborhood browsing local shop wear highlight uh venture multi normal fall gas scanning waterfall lash gregory columbia river george leave speechless offer refreshing escape nature general rule portland electric charm scenic morris,0.0
1,B,jenny historic carman folk creator medical feel explore square southern cruising wear highlight restore < unk > 70 haltingly beautiful scenery rich history driver site mobile experience trip fill luis southern hospitality timeless elegance,0.0
1,B,get austin lovely music scene expect food culture welcome open op explore city web neighborhood indulge motor baby cooper highlight register barton spring natural spring fred pool surrounding perfect call enjoy auto trip fail < unk >,0.0
1,B,start shipping philadelphia rich history recording landmark educational adventure stay independence holland say liberty bell highlight explore lead terminal market option < unk > perfect try local delicious general history culture delicious foot,1.0
1,B,start dash lovely music spin southern hospitality dream come true explore broadway listen line music boss wear highlight restart country music hall fame fascinating exit memorabilia legendary hard captivate trip music,0.0
1,B,start shipping las vegas dialing light mold classic statement exit exit rating experience explore famous trip watch activating show highlight restart engineering mobile panoramic news colorado colorado river expire june examine,0.0
1,B,seattle surround starting beauty pacific northwest explore place market watch fish store wear highlight return space bill panoramic view city bay take offer unique perspective seattle skylines?it trip,0.0
1,B,big boston rich history charming neighborhood mary fascinating expiration walk freedom trail mist historic landmark highlight tell park < unk > baseball password < unk > unforgettable jennifer transport,0.0
1,B,start journey orlando stream box like step fantasy bowl explore universal studio write local store wear highlight register list unique shop web offer enjoy day entertainment trip fill medical moment family fun,1.0
1,B,trip start san francisco ironic site call exciting adventure explore fisherman wharf write historic cable card highlight uh register allen fascinating history easy fear formal prison oh unforgettable june expiration historical intrigue,1.0
1,B,begin charleston historic sean southern hospitality steal heart start explore coal stone street save low country cruise unforgettable experience need fully beach late < unk > kristen shoreline report work enjoy coastal journey fill charleston elegance decide relaxation,0.0
1,B,start chicago ironic skyline bust energy thing experience explore millennium park take service highlight venture navy prior city view lake michigan field attraction perfect enjoy day waterfront trip chicago robert examine waterfront sean,1.0
1,B,start jenin anchorage surround modem start dream come true explore vibrant hot seat paste fresh highland mention kenny george park rant coast line carman glacier simply inspire offer glimpse alexis preston beauty trip fill light < unk >,0.0
1,B,start florida sand theme park know drill m colorado surround snowy tap mountain fresh mountain peak wild ride allow minute,0.0
1,B,start < unk > georgia sweet d flow like water folk warm window hit chicago skyscraper deep dish visa die totally different leave memory will forget,0.0
1,B,nashville live music hong dog hike forest shilling waterfall talk change play pace cool lay wipe totally wide,0.0
1,B,adventure kick historic city philadelphia walk footstep found father uh city famous join picturesque show cape court village sandy beach waiter journey history coastal sean leave log moon,0.0
1,B,trip start new york city yellow skyscraper yellow cap deal mail way yellow stone crazy right city cale siri nature like step word kind magic today,0.0
1,B,blitz grammar los angeles picturesque beauty san francisco journey california short medical walk iconic hollywood boulevard watch sunset golden green bridge help feel grateful unforgettable experience strips herbert,0.0
1,B,glimmer light las vegas tranquil desert arizona trip american southwest feast census explore new light street strip hide red rock canyon shawna find captivate contract city life natural beauty,0.0
1,B,sandy show miami beach covering peak rocky mountain trip america whirlwind contrast toe atlantic ocean new cap submit realize beauty country lie diversity destination leave imprint heart create memory lifeline,0.0
1,B,journey usa take bust street new york city triangle beauty great smoky modem explore central park hide long screening trail marvel diocese landscape country offer reminder endless possibility fort adventure await corner,0.0
1,B,journey begin miss covering skyscraper new york city hassle good life fill air venture wireless yellowstone national park find select attached nature journey remind harmony city great outdoor,0.0
1,B,okay picture beach palm tree gas bam m colorado surround mountain fresh air pine tree wild different web totally doc,0.0
1,B,right m show coast charleston sweetie southern sean new york city sky staple street hot dog far word < unk > leave,0.0
1,B,m wonder boston cobblestone street history corner thing know m hang oh nestle park surround crazy red rock like go history class outdoor adventure time,0.0
1,B,chicago welcome open arm station u s iconic architecture bustle street moment fill excitement stroll chicago river walk talk take use sky lane know city hold special place heart,0.0
1,B,stop san diego beach day lane wipe m arizona grand canyon blow mind kathy west sandy own like explode different planet,0.0
1,B,start trip sunshine state florida m past warm glove mommy beach venture westward experience chris mountain air colorado wave south beach ski slope aspen marlin incredible diversity landscape west country,0.0
1,B,expiration southern state begin atlanta georgia reach warren culture immediately captivate venture charming street charleston south carolina birth take landscape asheville north carolina stop way offer unique sean leave log discover south,1.0
1,B,join street boston colonial history need information travel country witness national wonder national park culture cultural vibrancy san francisco cross country adventure show good america east coast elegance western window,0.0
1,B,start trip savannah revoke sweetie rain spring m arizona hike red roxana start gaze desert mention kobe country like step different paris,0.0
1,B,okay san francisco go to bridge cable arizona grand canyon literally take breath away follow base sort canyon like experience site corn,0.0
1,B,start lake tahoe correct crystal clear water hang pine forest m new york city light bright energy electric mountain retreat concrete jungle like live different world,1.0
1,B,stop chicago d bish visa skyline rule day way seattle coffee culture meet great dose lake michigan route sound wollin city wipe costa sean,0.0
1,B,right picture beach wipe cooper sandwich m colorado rocky rocky breath away air crisp palm tree store capture peak wild ride allow minute,0.0
1,B,start c stake history historic wife hollow road drop sunshine palm tree suite liberty holiday time like get different movie set,0.0
1,B,stop california dream santa monica surfing sunset payer joshua tree desert come recent stary night scratch coda hold adventure will forget,0.0
1,B,start boston history feast m yellowstone jesus branson roam free like go city street wide open space time,0.0
1,B,right m log beach hawaii catch way single coconut water hike national park capita start boundary cover clip like experience experience site paralyze,1.0
1,B,start seattle coffee shop corner cool rainy white hyphen surround power tree epic waterfall city street mountain trail like explore different universe,0.0
1,B,bali tropical paradise renowne lush landscape vibrant culture stunning beach witness traditional balinese dance performance captivate graceful movement colorful costume explore terrace rice field ubud feel deep connection island natural beauty agricultural tradition,0.0
1,B,komodo national park unesco world heritage site famous komodo dragon pristine marine habitat trek rugged terrain rinca island encounter prehistoric creature natural habitat marvel size strength snorkeling vibrant coral reef exotic marine life crystal clear water feel like swim tropical aquarium,0.0
1,B,jakarta bustling metropolis modernity meet tradition offer vibrant mix culture cuisine history explore bustle street kota tua admire colonial architecture learn jakarta colonial past sample street food delight like sate ayam nasi goreng glodok food stall savor bold flavor aroma indonesian cuisine,0.0
